,realSum_wd,room_type,person_capacity,host_is_superhost,cleanliness_rating,guest_satisfaction_overall,bedrooms,lng,lat,realSum_we,city,distance,metro_distance,biz_type,booking_days
2530,256.13,Entire home/apt,5.0,False,10.0,95.0,3,23.74923,37.97758,,athens,1.2,0.2,biz,weekdays only
2531,92.8,Entire home/apt,2.0,True,10.0,98.0,1,23.73096,38.01084,92.8,athens,3.9,0.2,one,any day
2532,83.43,Entire home/apt,3.0,True,10.0,95.0,1,23.74821,37.97074,85.77,athens,1.2,0.6,multi,any day
2533,116.94,Entire home/apt,2.0,False,9.0,95.0,0,23.72349,37.978390000000005,121.86,athens,1.1,0.3,one,any day
2534,69.6,Entire home/apt,3.0,False,10.0,98.0,1,23.75004,37.96853,,athens,1.5,0.8,one,weekdays only
2535,225.9,Entire home/apt,4.0,True,10.0,97.0,1,23.723000000000003,37.978,440.33,athens,1.1,0.3,biz,any day
2536,225.9,Entire home/apt,4.0,True,10.0,97.0,1,23.723000000000003,37.978,185.36,athens,1.1,0.3,biz,any day
2537,185.36,Entire home/apt,4.0,True,10.0,97.0,1,23.723000000000003,37.978,440.33,athens,1.1,0.3,biz,any day
2538,185.36,Entire home/apt,4.0,True,10.0,97.0,1,23.723000000000003,37.978,185.36,athens,1.1,0.3,biz,any day
2539,102.17,Entire home/apt,2.0,False,9.0,89.0,1,23.71698,37.97547,,athens,1.6,0.3,biz,weekdays only
2540,185.36,Entire home/apt,2.0,False,10.0,88.0,1,23.73346,37.99016,185.36,athens,1.6,0.4,biz,any day
2541,121.86,Entire home/apt,4.0,True,10.0,97.0,1,23.732,37.962,,athens,1.5,0.5,biz,weekdays only
2542,145.99,Entire home/apt,3.0,False,10.0,60.0,1,23.75151,37.97745,145.99,athens,1.4,0.2,one,any day
2543,225.9,Entire home/apt,3.0,True,10.0,99.0,2,23.723000000000003,37.978,,athens,1.1,0.3,biz,weekdays only
2544,138.96,Entire home/apt,6.0,True,10.0,95.0,3,23.7209,37.96165,138.96,athens,2.0,0.6,one,any day
2545,128.42,Entire home/apt,3.0,True,10.0,98.0,1,23.748,37.967,,athens,1.5,1.0,one,weekdays only
2546,110.14,Entire home/apt,4.0,False,9.0,90.0,1,23.76003,37.98488,,athens,2.4,0.3,biz,weekdays only
2547,161.69,Entire home/apt,2.0,True,10.0,100.0,1,23.74697,37.97968,,athens,1.1,0.4,one,weekdays only
2548,90.46,Entire home/apt,4.0,True,10.0,99.0,1,23.77215,37.99545,97.49,athens,3.9,0.5,one,any day
2549,127.72,Entire home/apt,4.0,False,10.0,98.0,2,23.73119,37.96387,,athens,1.3,0.4,one,weekdays only
2550,162.4,Entire home/apt,4.0,False,10.0,100.0,1,23.72126,37.98684,162.4,athens,1.8,0.1,one,any day
2551,71.94,Private room,2.0,False,10.0,100.0,1,23.73319,37.98828,,athens,1.4,0.6,one,weekdays only
2552,202.94,Entire home/apt,5.0,False,10.0,96.0,2,23.7103,37.9776,202.94,athens,2.2,0.1,biz,any day
2553,173.88,Entire home/apt,4.0,True,10.0,96.0,1,23.75058,37.97838,173.88,athens,1.4,0.2,multi,any day
2554,76.63,Entire home/apt,5.0,True,10.0,99.0,2,23.725,38.016,92.8,athens,4.6,0.6,one,any day
2555,55.77,Entire home/apt,2.0,True,10.0,97.0,1,23.72578,38.01178,55.77,athens,4.1,0.2,one,any day
2556,187.94,Entire home/apt,5.0,True,10.0,100.0,2,23.7627,37.99427,187.94,athens,3.2,0.4,one,any day
2557,382.68,Entire home/apt,6.0,True,10.0,92.0,3,23.73216,37.97236,382.68,athens,0.5,0.4,biz,any day
2558,152.79,Entire home/apt,4.0,True,10.0,97.0,2,23.71418,37.97471,152.79,athens,1.9,0.5,one,any day
2559,104.28,Entire home/apt,4.0,False,10.0,100.0,2,23.72997,37.99303,104.28,athens,2.0,0.1,one,any day
2560,91.63,Entire home/apt,4.0,True,10.0,100.0,1,23.74409,37.99722,91.63,athens,2.5,1.3,one,any day
2561,138.96,Entire home/apt,5.0,True,10.0,98.0,2,23.74693,37.96327,138.96,athens,1.7,1.3,one,any day
2562,116.0,Entire home/apt,5.0,False,9.0,90.0,2,23.729,37.995,116.0,athens,2.2,0.3,one,any day
2563,185.36,Entire home/apt,6.0,True,10.0,100.0,2,23.72952,37.99326,185.36,athens,2.0,0.1,one,any day
2564,126.78,Entire home/apt,5.0,True,10.0,100.0,1,23.743,37.97,,athens,0.9,0.8,one,weekdays only
2565,135.68,Entire home/apt,4.0,True,10.0,96.0,1,23.7288,37.99357,135.68,athens,2.1,0.2,one,any day
2566,121.86,Entire home/apt,4.0,False,10.0,100.0,1,23.74885,37.96883,140.37,athens,1.4,0.8,biz,any day
2567,138.96,Entire home/apt,6.0,False,8.0,80.0,2,23.73273,37.98879,213.25,athens,1.5,0.5,biz,any day
2568,138.96,Entire home/apt,2.0,False,10.0,95.0,1,23.733,37.959,,athens,1.9,0.3,biz,weekdays only
2569,138.96,Entire home/apt,6.0,True,10.0,98.0,2,23.74771,37.99308,,athens,2.2,1.1,multi,weekdays only
2570,127.72,Entire home/apt,4.0,False,10.0,94.0,1,23.71609,37.9725,127.72,athens,1.7,0.6,one,any day
2571,150.68,Entire home/apt,4.0,True,10.0,94.0,2,23.72765,37.95952,150.68,athens,1.9,0.2,biz,any day
2572,149.51,Entire home/apt,3.0,True,7.0,80.0,1,23.7163,37.98303,149.51,athens,1.9,0.5,biz,any day
2573,81.08,Entire home/apt,6.0,False,9.0,90.0,2,23.729,37.994,81.08,athens,2.1,0.2,multi,any day
2574,152.79,Entire home/apt,4.0,True,10.0,95.0,2,23.719,37.963,,athens,2.0,0.7,one,weekdays only
2575,123.97,Entire home/apt,4.0,False,10.0,96.0,1,23.73047,37.99612,,athens,2.3,0.3,biz,weekdays only
2576,156.3,Entire home/apt,5.0,True,10.0,98.0,2,23.72454,38.00264,156.3,athens,3.2,0.4,multi,any day
2577,110.14,Entire home/apt,2.0,True,10.0,99.0,0,23.72205,37.96269,,athens,1.8,0.4,biz,weekdays only
2578,63.51,Private room,3.0,False,9.0,92.0,1,23.7239,37.99322,63.51,athens,2.2,0.3,biz,any day
2579,318.7,Entire home/apt,5.0,False,10.0,100.0,2,23.73,37.969,,athens,0.9,0.6,biz,weekdays only
2580,92.8,Entire home/apt,2.0,True,10.0,98.0,0,23.7422,37.96832,92.8,athens,1.0,1.0,multi,any day
2581,134.04,Entire home/apt,2.0,False,8.0,70.0,0,23.72681,37.9675,,athens,1.2,0.3,biz,weekdays only
2582,293.86,Entire home/apt,4.0,False,10.0,100.0,2,23.728,37.968,293.86,athens,1.1,0.4,one,any day
2583,76.63,Shared room,2.0,False,10.0,96.0,1,23.7116,37.97935,83.43,athens,2.1,0.1,biz,any day
2584,156.3,Entire home/apt,2.0,True,10.0,97.0,0,23.72062,37.97804,156.3,athens,1.3,0.2,biz,any day
2585,73.11,Entire home/apt,2.0,False,10.0,94.0,0,23.74218,37.99763,,athens,2.5,1.1,biz,weekdays only
2586,80.14,Entire home/apt,4.0,False,9.0,88.0,1,23.72831,37.98631,80.14,athens,1.3,0.2,one,any day
2587,106.62,Entire home/apt,4.0,True,10.0,100.0,1,23.71,37.965,113.66,athens,2.5,0.4,multi,any day
2588,138.96,Entire home/apt,4.0,False,10.0,100.0,1,23.715,37.98,,athens,1.9,0.4,biz,weekdays only
2589,83.43,Shared room,2.0,False,9.0,96.0,1,23.71139,37.98037,83.43,athens,2.2,0.2,biz,any day
2590,133.34,Entire home/apt,2.0,False,10.0,93.0,1,23.732,37.976,,athens,0.3,0.3,biz,weekdays only
2591,82.25,Entire home/apt,3.0,False,9.0,93.0,1,23.741,38.002,82.25,athens,3.0,1.3,one,any day
2592,281.68,Entire home/apt,4.0,False,10.0,96.0,2,23.742,37.978,,athens,0.6,0.5,multi,weekdays only
2593,222.62,Entire home/apt,5.0,True,10.0,98.0,2,23.71361,37.973290000000006,,athens,1.9,0.6,biz,weekdays only
2594,92.8,Entire home/apt,4.0,False,9.0,92.0,2,23.73051,37.99703,92.8,athens,2.4,0.4,multi,any day
2595,51.09,Private room,2.0,False,9.0,93.0,1,23.725,37.993,51.09,athens,2.1,0.4,biz,any day
2596,116.0,Entire home/apt,3.0,True,10.0,99.0,0,23.72914,37.99411,116.0,athens,2.1,0.2,multi,any day
2597,150.68,Entire home/apt,6.0,True,10.0,99.0,2,23.72054,38.00028,150.68,athens,3.0,0.2,multi,any day
2598,138.96,Entire home/apt,2.0,False,7.0,72.0,0,23.744,37.973,138.96,athens,0.8,0.5,biz,any day
2599,121.86,Entire home/apt,4.0,True,10.0,100.0,1,23.76443,37.98583,121.86,athens,2.8,0.6,one,any day
2600,110.14,Entire home/apt,4.0,True,10.0,99.0,2,23.749,37.967,110.14,athens,1.5,1.0,multi,any day
2601,150.68,Entire home/apt,4.0,False,10.0,100.0,2,23.71574,37.96502,150.68,athens,2.1,0.7,multi,any day
2602,559.14,Entire home/apt,6.0,False,9.0,88.0,2,23.73394,37.97468,603.19,athens,0.2,0.1,biz,any day
2603,76.63,Private room,2.0,False,10.0,94.0,1,23.7257,37.95993,,athens,1.9,0.4,multi,weekdays only
2604,313.08,Entire home/apt,6.0,False,9.0,97.0,1,23.73,37.969,,athens,0.9,0.6,biz,weekdays only
2605,84.6,Entire home/apt,2.0,True,10.0,99.0,1,23.72856,37.99565,,athens,2.3,0.3,one,weekdays only
2606,87.88,Entire home/apt,2.0,True,10.0,98.0,1,23.74705,37.99118,,athens,2.0,1.0,multi,weekdays only
2607,99.59,Entire home/apt,3.0,True,10.0,100.0,1,23.734,38.009,106.62,athens,3.7,0.6,multi,any day
2608,185.36,Entire home/apt,2.0,True,10.0,98.0,1,23.72044,37.97892,185.36,athens,1.4,0.3,biz,any day
2609,171.54,Entire home/apt,4.0,True,10.0,100.0,1,23.733,37.976,171.54,athens,0.2,0.2,biz,any day
2610,95.14,Entire home/apt,3.0,False,9.0,91.0,1,23.73588,37.96545,97.49,athens,1.1,0.8,multi,any day
2611,181.85,Entire home/apt,4.0,False,10.0,100.0,1,23.71891,37.98295,181.85,athens,1.7,0.4,biz,any day
2612,104.28,Entire home/apt,3.0,True,10.0,99.0,1,23.70442,37.96937,,athens,2.8,0.4,one,weekdays only
2613,229.65,Entire home/apt,3.0,False,10.0,100.0,1,23.769,37.9912,229.65,athens,3.4,0.3,multi,any day
2614,80.85,Entire home/apt,3.0,False,10.0,92.0,1,23.749,37.987,80.85,athens,1.7,0.7,one,any day
2615,133.34,Entire home/apt,2.0,True,10.0,96.0,1,23.75212,37.9727,133.34,athens,1.5,0.4,biz,any day
2616,138.96,Entire home/apt,4.0,False,10.0,92.0,1,23.7398,37.99995,138.96,athens,2.7,1.1,biz,any day
2617,127.72,Entire home/apt,4.0,True,10.0,98.0,2,23.7584,37.98876,127.72,athens,2.5,0.2,multi,any day
2618,173.88,Entire home/apt,4.0,False,10.0,97.0,1,23.73104,37.96708,173.88,athens,1.0,0.5,biz,any day
2619,61.4,Private room,2.0,False,9.0,91.0,1,23.72357,37.99377,61.4,athens,2.3,0.3,biz,any day
2620,104.28,Entire home/apt,5.0,False,8.0,78.0,2,23.72446,37.99318,104.28,athens,2.2,0.4,biz,any day
2621,110.14,Entire home/apt,3.0,True,10.0,100.0,2,23.7319,38.0124,,athens,4.1,0.3,biz,weekdays only
2622,104.28,Entire home/apt,3.0,False,9.0,91.0,1,23.73096,37.98607,,athens,1.2,0.3,one,weekdays only
2623,129.82,Entire home/apt,4.0,False,10.0,100.0,1,23.7523,37.9674,,athens,1.7,1.0,one,weekdays only
2624,75.46,Entire home/apt,3.0,True,10.0,98.0,1,23.73631,37.98422,75.46,athens,1.0,0.5,one,any day
2625,237.62,Entire home/apt,2.0,False,9.0,92.0,0,23.726,37.966,237.62,athens,1.3,0.2,one,any day
2626,185.36,Entire home/apt,4.0,False,9.0,94.0,1,23.7238,37.97955,185.36,athens,1.1,0.4,one,any day
2627,266.68,Entire home/apt,5.0,False,10.0,100.0,2,23.74847,37.97215,266.68,athens,1.2,0.4,one,any day
2628,104.28,Entire home/apt,3.0,False,6.0,60.0,1,23.73813,37.99074,104.28,athens,1.7,0.7,one,any day
2629,167.55,Entire home/apt,5.0,True,10.0,100.0,2,23.731,37.973,,athens,0.5,0.5,multi,weekdays only
2630,150.68,Entire home/apt,4.0,True,10.0,99.0,1,23.73823,37.98793,150.68,athens,1.4,0.9,one,any day
2631,184.43,Entire home/apt,6.0,True,10.0,98.0,2,23.71458,37.97549,184.43,athens,1.8,0.4,biz,any day
2632,208.56,Entire home/apt,4.0,False,10.0,100.0,2,23.72856,38.01095,208.56,athens,4.0,0.1,one,any day
2633,131.23,Entire home/apt,4.0,False,10.0,91.0,1,23.727,37.982,128.65,athens,1.0,0.3,one,any day
2634,131.93,Entire home/apt,3.0,True,10.0,99.0,1,23.71554,37.98135,131.93,athens,1.9,0.5,one,any day
2635,133.34,Entire home/apt,5.0,False,10.0,96.0,2,23.74306,37.96193,133.34,athens,1.7,1.0,one,any day
2636,71.94,Entire home/apt,3.0,True,10.0,98.0,2,23.72289,38.000690000000006,71.94,athens,3.0,0.1,one,any day
2637,120.45,Entire home/apt,4.0,True,9.0,97.0,1,23.73549,37.98352,,athens,0.9,0.4,biz,weekdays only
2638,187.94,Entire home/apt,4.0,True,10.0,97.0,1,23.765,37.989,187.94,athens,3.0,0.4,biz,any day
2639,138.96,Entire home/apt,4.0,True,10.0,100.0,1,23.723000000000003,37.991,138.96,athens,2.0,0.3,one,any day
2640,138.96,Entire home/apt,4.0,True,10.0,97.0,1,23.733,37.973,,athens,0.4,0.3,one,weekdays only
2641,162.4,Entire home/apt,5.0,False,9.0,93.0,3,23.73078,37.99294,162.4,athens,2.0,0.0,one,any day
2642,90.46,Entire home/apt,4.0,False,10.0,93.0,1,23.74347,37.97055,90.46,athens,0.9,0.7,one,any day
2643,99.59,Entire home/apt,4.0,False,10.0,100.0,1,23.77,37.995,99.59,athens,3.7,0.4,one,any day
2644,162.4,Entire home/apt,3.0,True,10.0,100.0,1,23.71362,37.97437,,athens,1.9,0.5,biz,weekdays only
2645,63.74,Private room,2.0,False,8.0,95.0,0,23.75166,37.9647,63.74,athens,1.9,1.2,one,any day
2646,206.45,Entire home/apt,4.0,True,9.0,80.0,1,23.7215,37.9777,206.45,athens,1.2,0.1,biz,any day
2647,150.68,Entire home/apt,2.0,False,9.0,84.0,0,23.74,37.98,150.68,athens,0.6,0.6,biz,any day
2648,90.46,Entire home/apt,4.0,False,10.0,95.0,2,23.75004,37.99925,90.46,athens,2.9,1.5,one,any day
2649,116.0,Entire home/apt,5.0,False,9.0,93.0,1,23.721,37.978,,athens,1.3,0.2,multi,weekdays only
2650,113.42,Entire home/apt,2.0,True,10.0,99.0,1,23.74,37.964,113.42,athens,1.3,1.0,one,any day
2651,111.31,Entire home/apt,4.0,True,10.0,95.0,1,23.74598,37.96859,111.31,athens,1.2,0.9,one,any day
2652,162.4,Entire home/apt,3.0,False,10.0,100.0,1,23.73976,37.97756,159.82,athens,0.4,0.5,one,any day
2653,68.43,Entire home/apt,2.0,False,9.0,94.0,1,23.7406,37.99907,68.43,athens,2.6,1.1,one,any day
2654,81.08,Entire home/apt,2.0,True,10.0,100.0,0,23.74672,38.00037,81.08,athens,2.9,1.6,one,any day
2655,97.49,Entire home/apt,5.0,False,9.0,89.0,2,23.715,37.975,97.49,athens,1.8,0.5,multi,any day
2656,869.17,Entire home/apt,6.0,False,9.0,80.0,4,23.731,37.974,869.17,athens,0.4,0.4,biz,any day
2657,107.8,Entire home/apt,4.0,False,10.0,97.0,2,23.72131,37.96546,,athens,1.7,0.5,one,weekdays only
2658,197.08,Entire home/apt,5.0,False,10.0,100.0,2,23.746,37.976,197.08,athens,0.9,0.1,biz,any day
2659,249.34,Entire home/apt,2.0,False,9.0,94.0,1,23.74589,37.97665,,athens,0.9,0.1,biz,weekdays only
2660,98.66,Entire home/apt,3.0,True,9.0,96.0,1,23.72994,37.96452,,athens,1.3,0.3,biz,weekdays only
2661,179.74,Entire home/apt,4.0,True,10.0,100.0,1,23.72613,37.96614,,athens,1.3,0.2,one,weekdays only
2662,150.68,Entire home/apt,3.0,True,10.0,98.0,1,23.72935,37.96366,,athens,1.4,0.3,one,weekdays only
2663,104.28,Entire home/apt,4.0,True,10.0,100.0,1,23.741,38.002,104.28,athens,3.0,1.3,one,any day
2664,196.85,Entire home/apt,6.0,True,10.0,100.0,2,23.76178,37.990390000000005,,athens,2.8,0.5,biz,weekdays only
2665,185.36,Entire home/apt,5.0,True,10.0,99.0,2,23.72272,37.96317,185.36,athens,1.8,0.4,one,any day
2666,98.66,Entire home/apt,3.0,True,10.0,100.0,1,23.73047,38.00287,98.66,athens,3.1,0.5,biz,any day
2667,191.46,Entire home/apt,5.0,False,9.0,70.0,2,23.70941,37.97831,191.46,athens,2.3,0.2,biz,any day
2668,138.96,Entire home/apt,6.0,True,10.0,98.0,2,23.73106,37.99974,,athens,2.7,0.7,multi,weekdays only
2669,132.17,Entire home/apt,6.0,False,8.0,100.0,1,23.73828,37.98405,132.17,athens,1.0,0.6,multi,any day
2670,69.6,Entire home/apt,2.0,False,8.0,73.0,1,23.7344,37.99772,69.6,athens,2.5,0.6,multi,any day
2671,162.16,Entire home/apt,6.0,True,10.0,100.0,2,23.7639,37.98958,162.16,athens,2.9,0.4,one,any day
2672,249.34,Entire home/apt,6.0,False,10.0,100.0,3,23.7453,38.02546,249.34,athens,5.6,0.8,multi,any day
2673,128.65,Entire home/apt,3.0,False,9.0,87.0,1,23.752,37.984,163.57,athens,1.7,0.6,one,any day
2674,111.08,Entire home/apt,6.0,True,10.0,95.0,2,23.72998,37.99129,111.08,athens,1.8,0.2,multi,any day
2675,281.91,Entire home/apt,6.0,False,10.0,100.0,3,23.75293,37.976,,athens,1.5,0.3,one,weekdays only
2676,79.91,Entire home/apt,2.0,True,10.0,95.0,1,23.76081,37.98244,79.91,athens,2.4,0.6,one,any day
2677,136.85,Entire home/apt,4.0,True,10.0,100.0,1,23.72184,37.9633,136.85,athens,1.8,0.4,multi,any day
2678,104.28,Entire home/apt,4.0,True,10.0,98.0,1,23.737,37.986,104.28,athens,1.2,0.7,one,any day
2679,143.88,Entire home/apt,4.0,True,10.0,97.0,0,23.73418,37.97537,,athens,0.1,0.1,one,weekdays only
2680,175.05,Entire home/apt,4.0,False,10.0,100.0,1,23.714,37.973,175.05,athens,1.9,0.7,one,any day
2681,106.62,Entire home/apt,2.0,False,10.0,92.0,1,23.734,37.985,106.62,athens,1.1,0.5,multi,any day
2682,175.05,Entire home/apt,4.0,True,10.0,93.0,2,23.753,37.973,178.1,athens,1.6,0.4,biz,any day
2683,266.68,Entire home/apt,6.0,True,10.0,99.0,2,23.72326,37.96576,,athens,1.5,0.3,one,weekdays only
2684,138.96,Entire home/apt,5.0,True,10.0,96.0,2,23.73038,37.99108,138.96,athens,1.8,0.2,one,any day
2685,92.33,Entire home/apt,4.0,False,10.0,95.0,2,23.7416,37.99016,92.33,athens,1.7,1.0,multi,any day
2686,104.28,Entire home/apt,6.0,True,10.0,100.0,2,23.744,37.986,,athens,1.4,1.1,one,weekdays only
2687,104.28,Entire home/apt,4.0,True,10.0,100.0,2,23.70486,37.9694,104.28,athens,2.8,0.4,one,any day
2688,127.72,Entire home/apt,4.0,False,10.0,100.0,1,23.74329,37.96479,127.72,athens,1.4,1.2,one,any day
2689,150.68,Entire home/apt,4.0,False,10.0,100.0,1,23.71152,37.96681,150.68,athens,2.3,0.3,one,any day
2690,92.56,Entire home/apt,2.0,False,10.0,100.0,1,23.74255,37.99187,92.56,athens,1.9,1.1,one,any day
2691,133.11,Entire home/apt,4.0,False,10.0,92.0,1,23.738000000000003,37.983,,athens,0.9,0.5,one,weekdays only
2692,133.34,Entire home/apt,4.0,False,10.0,95.0,1,23.732,37.976,133.34,athens,0.3,0.3,biz,any day
2693,133.34,Entire home/apt,2.0,False,10.0,92.0,1,23.73058,37.97663,133.34,athens,0.4,0.4,biz,any day
2694,83.43,Entire home/apt,2.0,True,10.0,97.0,1,23.72217,37.96296,83.43,athens,1.8,0.4,one,any day
2695,86.94,Entire home/apt,2.0,False,9.0,92.0,0,23.762,37.983,86.94,athens,2.5,0.6,one,any day
2696,92.8,Entire home/apt,3.0,False,10.0,97.0,1,23.7339,37.98759,92.8,athens,1.3,0.6,one,any day
2697,120.45,Entire home/apt,3.0,False,10.0,93.0,1,23.73775,37.99709,120.45,athens,2.4,0.8,biz,any day
2698,202.94,Entire home/apt,3.0,True,10.0,98.0,1,23.729,37.976,,athens,0.6,0.3,biz,weekdays only
2699,205.05,Entire home/apt,3.0,True,10.0,96.0,1,23.729,37.976,208.56,athens,0.6,0.3,biz,any day
2700,138.96,Entire home/apt,4.0,False,9.0,93.0,2,23.77483,37.99365,138.96,athens,4.0,0.2,one,any day
2701,150.68,Entire home/apt,4.0,True,10.0,97.0,1,23.73659,37.96034,,athens,1.7,0.5,multi,weekdays only
2702,76.39,Entire home/apt,2.0,False,10.0,94.0,1,23.72926,37.99143,76.39,athens,1.8,0.2,one,any day
2703,185.13,Entire home/apt,4.0,False,4.0,40.0,2,23.73358,37.99845,197.08,athens,2.5,0.7,biz,any day
2704,278.4,Entire home/apt,5.0,True,10.0,100.0,2,23.71779,37.97368,208.56,athens,1.6,0.4,one,any day
2705,46.4,Private room,2.0,True,10.0,90.0,0,23.723000000000003,37.95843,46.4,athens,2.2,0.5,multi,any day
2706,95.38,Entire home/apt,2.0,False,10.0,100.0,0,23.74606,37.98866,95.38,athens,1.7,1.0,multi,any day
2707,159.82,Entire home/apt,4.0,False,8.0,100.0,1,23.72731,37.97646,159.82,athens,0.7,0.2,multi,any day
2708,132.17,Entire home/apt,4.0,False,7.0,60.0,1,23.73864,37.98272,132.17,athens,0.8,0.6,multi,any day
2709,128.65,Entire home/apt,3.0,False,10.0,100.0,1,23.74265,37.9663,128.65,athens,1.2,1.2,one,any day
2710,127.48,Entire home/apt,2.0,True,10.0,100.0,1,23.74819,37.98968,127.48,athens,1.9,0.9,one,any day
2711,145.06,Entire home/apt,4.0,False,9.0,93.0,2,23.72638,37.98476,,athens,1.3,0.2,one,weekdays only
2712,179.74,Entire home/apt,6.0,True,10.0,94.0,2,23.72592,38.00387,179.74,athens,3.3,0.4,multi,any day
2713,119.51,Entire home/apt,4.0,False,10.0,95.0,1,23.724,37.963,119.51,athens,1.7,0.3,biz,any day
2714,234.11,Entire home/apt,4.0,True,10.0,100.0,2,23.7474,37.98004,,athens,1.2,0.4,biz,weekdays only
2715,127.48,Entire home/apt,6.0,False,9.0,100.0,2,23.7352,37.961870000000005,,athens,1.5,0.6,biz,weekdays only
2716,208.56,Entire home/apt,3.0,False,9.0,97.0,1,23.72973,37.9702,208.56,athens,0.8,0.7,biz,any day
2717,133.34,Entire home/apt,2.0,False,9.0,100.0,1,23.75658,37.98403,,athens,2.1,0.4,biz,weekdays only
2718,120.45,Entire home/apt,3.0,False,10.0,95.0,1,23.7348,37.95843,120.45,athens,1.9,0.2,biz,any day
2719,243.25,Entire home/apt,6.0,False,10.0,99.0,2,23.72791,37.96876,,athens,1.0,0.5,biz,weekdays only
2720,147.17,Entire home/apt,6.0,True,10.0,100.0,2,23.74613,37.97161,,athens,1.0,0.5,biz,weekdays only
2721,116.0,Entire home/apt,3.0,False,2.0,20.0,1,23.72114,37.98255,116.0,athens,1.5,0.4,multi,any day
2722,174.11,Entire home/apt,4.0,True,10.0,100.0,1,23.74,37.978,174.11,athens,0.5,0.5,multi,any day
2723,99.59,Entire home/apt,6.0,False,10.0,100.0,2,23.72165,37.98816,99.59,athens,1.8,0.3,multi,any day
2724,185.36,Entire home/apt,5.0,False,10.0,97.0,2,23.7326,37.96625,185.36,athens,1.1,0.6,biz,any day
2725,81.08,Entire home/apt,2.0,False,9.0,89.0,1,23.754,37.974,81.08,athens,1.6,0.4,multi,any day
2726,113.66,Entire home/apt,4.0,False,9.0,90.0,1,23.72096,37.96172,113.66,athens,2.0,0.6,multi,any day
2727,126.31,Entire home/apt,2.0,True,9.0,87.0,1,23.703000000000003,37.969,126.31,athens,2.9,0.5,biz,any day
2728,126.31,Entire home/apt,2.0,True,9.0,100.0,1,23.703000000000003,37.969,126.31,athens,2.9,0.5,biz,any day
2729,272.3,Entire home/apt,5.0,True,10.0,96.0,2,23.72632,37.97626,,athens,0.8,0.1,biz,weekdays only
2730,126.31,Entire home/apt,2.0,True,8.0,100.0,1,23.703000000000003,37.969,126.31,athens,2.9,0.5,biz,any day
2731,126.31,Entire home/apt,2.0,True,10.0,100.0,1,23.703000000000003,37.969,126.31,athens,2.9,0.5,biz,any day
2732,126.31,Entire home/apt,2.0,True,10.0,100.0,1,23.703000000000003,37.969,126.31,athens,2.9,0.5,biz,any day
2733,121.86,Entire home/apt,4.0,True,10.0,100.0,1,23.74682,37.97192,,athens,1.1,0.5,biz,weekdays only
2734,107.8,Entire home/apt,2.0,False,9.0,88.0,1,23.74439,37.99781,107.8,athens,2.6,1.3,one,any day
2735,120.45,Entire home/apt,3.0,True,10.0,95.0,1,23.742,37.98482,120.45,athens,1.2,0.9,biz,any day
2736,119.51,Entire home/apt,4.0,True,10.0,100.0,1,23.74994,37.97245,,athens,1.3,0.4,biz,weekdays only
2737,87.88,Entire home/apt,3.0,False,10.0,94.0,1,23.7358,37.98461,87.88,athens,1.0,0.5,one,any day
2738,82.25,Entire home/apt,3.0,True,9.0,93.0,1,23.72455,38.01279,83.43,athens,4.2,0.4,biz,any day
2739,403.53,Entire home/apt,6.0,False,9.0,90.0,3,23.73316,37.97643,403.53,athens,0.2,0.2,biz,any day
2740,208.56,Entire home/apt,4.0,True,10.0,100.0,1,23.71941,37.9739,,athens,1.4,0.3,one,weekdays only
2741,116.0,Entire home/apt,4.0,True,10.0,97.0,0,23.72086,37.97933,113.66,athens,1.3,0.3,multi,any day
2742,121.86,Entire home/apt,4.0,True,10.0,100.0,2,23.726,37.963,133.34,athens,1.6,0.2,one,any day
2743,533.36,Entire home/apt,4.0,False,9.0,68.0,2,23.74363,37.96218,533.36,athens,1.7,1.0,biz,any day
2744,110.14,Entire home/apt,5.0,True,10.0,97.0,1,23.72587,37.98316,,athens,1.2,0.2,biz,weekdays only
2745,185.36,Entire home/apt,4.0,False,10.0,100.0,2,23.734,37.986,185.36,athens,1.2,0.5,one,any day
2746,69.6,Entire home/apt,2.0,True,10.0,100.0,1,23.747,37.998000000000005,69.6,athens,2.7,1.5,one,any day
2747,141.54,Entire home/apt,4.0,False,9.0,94.0,1,23.7474,37.97492,141.54,athens,1.1,0.2,biz,any day
2748,127.72,Entire home/apt,4.0,True,10.0,97.0,1,23.721,37.964,,athens,1.8,0.5,one,weekdays only
2749,684.27,Entire home/apt,4.0,True,10.0,100.0,1,23.72674,37.96695,684.27,athens,1.2,0.3,biz,any day
2750,110.14,Entire home/apt,4.0,True,10.0,96.0,1,23.74472,37.966840000000005,133.34,athens,1.3,1.1,multi,any day
2751,90.46,Entire home/apt,4.0,False,10.0,91.0,2,23.7404,37.96049,90.46,athens,1.7,0.7,one,any day
2752,123.97,Private room,2.0,False,10.0,96.0,1,23.748,37.975,,athens,1.1,0.2,biz,weekdays only
2753,126.54,Private room,3.0,False,10.0,98.0,1,23.748,37.975,,athens,1.1,0.2,biz,weekdays only
2754,287.54,Entire home/apt,6.0,True,10.0,100.0,3,23.71114,37.97367,287.54,athens,2.1,0.5,one,any day
2755,222.62,Entire home/apt,5.0,True,10.0,100.0,2,23.71415,37.9746,,athens,1.9,0.5,biz,weekdays only
2756,141.78,Entire home/apt,4.0,True,10.0,98.0,1,23.732,37.964,141.78,athens,1.3,0.5,biz,any day
