,realSum_wd,room_type,person_capacity,host_is_superhost,cleanliness_rating,guest_satisfaction_overall,bedrooms,lng,lat,realSum_we,city,distance,metro_distance,biz_type,booking_days
0,194.03,Private room,2.0,False,10.0,93.0,1,4.90569,52.41772,,amsterdam,5.0,2.5,multi,weekdays only
1,344.25,Private room,4.0,False,8.0,85.0,1,4.90005,52.37432,,amsterdam,0.5,0.2,one,weekdays only
2,264.1,Private room,2.0,False,9.0,87.0,1,4.97512,52.36103,348.0,amsterdam,5.7,3.7,biz,any day
3,433.53,Private room,4.0,False,9.0,90.0,2,4.89417,52.37663,482.98,amsterdam,0.4,0.4,biz,any day
4,485.55,Private room,2.0,True,10.0,98.0,1,4.90051,52.37508,485.55,amsterdam,0.5,0.3,one,any day
5,552.81,Private room,3.0,False,8.0,100.0,2,4.87699,52.38966,,amsterdam,2.1,1.9,one,weekdays only
6,215.12,Private room,2.0,False,10.0,94.0,1,4.9157,52.38296,,amsterdam,1.9,0.7,one,weekdays only
7,2771.31,Entire home/apt,4.0,True,10.0,100.0,3,4.88467,52.38749,2771.54,amsterdam,1.7,1.5,one,any day
8,1001.8,Entire home/apt,4.0,False,9.0,96.0,2,4.86459,52.40175,1001.8,amsterdam,3.7,1.2,one,any day
9,276.52,Private room,2.0,False,10.0,88.0,1,4.876,52.347,287.77,amsterdam,3.1,0.9,multi,any day
10,909.47,Entire home/apt,2.0,False,10.0,96.0,1,4.87956,52.36953,909.47,amsterdam,1.0,0.9,one,any day
11,319.64,Private room,2.0,True,10.0,97.0,1,4.92496,52.37107,393.46,amsterdam,2.2,1.6,multi,any day
12,675.6,Entire home/apt,4.0,False,8.0,87.0,1,4.88934,52.34697,553.04,amsterdam,2.9,0.6,one,any day
13,552.81,Entire home/apt,2.0,True,10.0,100.0,1,4.87417,52.37509,553.04,amsterdam,1.3,1.3,one,any day
14,209.03,Private room,2.0,False,8.0,96.0,1,4.99679,52.35645,233.64,amsterdam,7.3,3.7,multi,any day
15,368.85,Private room,2.0,True,10.0,98.0,1,4.9080900000000005,52.37455,,amsterdam,1.0,0.6,one,weekdays only
16,368.85,Private room,2.0,False,10.0,90.0,1,4.88971,52.36148,368.85,amsterdam,1.3,0.1,one,any day
17,337.92,Private room,2.0,True,10.0,97.0,1,4.88368,52.362390000000005,,amsterdam,1.4,0.5,multi,weekdays only
18,313.55,Private room,2.0,True,10.0,96.0,1,4.8839,52.3631,,amsterdam,1.3,0.6,multi,weekdays only
19,447.59,Entire home/apt,2.0,False,9.0,93.0,1,4.87757,52.37336,,amsterdam,1.1,1.1,multi,weekdays only
20,243.25,Private room,2.0,True,10.0,96.0,1,4.85206,52.367340000000006,,amsterdam,2.9,1.3,multi,weekdays only
21,933.85,Entire home/apt,4.0,False,10.0,96.0,2,4.89088,52.36422,,amsterdam,1.0,0.4,one,weekdays only
22,251.92,Private room,2.0,False,10.0,97.0,1,4.886419999999999,52.38367,,amsterdam,1.2,1.1,multi,weekdays only
23,377.29,Private room,2.0,False,10.0,98.0,1,4.88799,52.38325,,amsterdam,1.2,1.0,one,weekdays only
24,245.59,Private room,2.0,True,10.0,96.0,1,4.89595,52.41122,203.88,amsterdam,4.2,2.7,multi,any day
25,217.7,Private room,2.0,False,8.0,93.0,1,4.89375,52.41081,269.02,amsterdam,4.2,2.8,multi,any day
26,295.03,Private room,2.0,False,10.0,95.0,1,4.895,52.343,,amsterdam,3.4,0.2,multi,weekdays only
27,295.03,Private room,2.0,False,10.0,94.0,1,4.84631,52.34966,295.27,amsterdam,4.1,0.8,one,any day
28,1032.97,Entire home/apt,4.0,False,9.0,96.0,2,4.92432,52.37676,1096.48,amsterdam,2.2,1.4,multi,any day
29,270.43,Private room,4.0,True,10.0,98.0,1,4.82174,52.37781,,amsterdam,4.9,1.1,one,weekdays only
30,524.69,Entire home/apt,2.0,False,9.0,89.0,1,4.87657,52.37288,572.73,amsterdam,1.1,1.1,biz,any day
31,599.68,Entire home/apt,4.0,False,9.0,94.0,3,4.90806,52.34442,599.91,amsterdam,3.4,0.7,one,any day
32,516.02,Entire home/apt,4.0,False,9.0,100.0,2,4.888809999999999,52.36397,,amsterdam,1.1,0.4,one,weekdays only
33,602.25,Entire home/apt,3.0,False,10.0,100.0,2,4.86021,52.34502,602.25,amsterdam,3.9,0.7,one,any day
34,504.07,Entire home/apt,4.0,False,9.0,94.0,2,4.94798,52.38786,,amsterdam,4.1,1.9,one,weekdays only
35,1609.92,Entire home/apt,6.0,False,10.0,96.0,3,4.86225,52.35413,1609.92,amsterdam,3.0,1.8,multi,any day
36,310.97,Entire home/apt,2.0,False,9.0,94.0,0,4.92058,52.33997,,amsterdam,4.1,0.0,multi,weekdays only
37,202.7,Private room,2.0,False,10.0,94.0,1,4.885,52.42343,,amsterdam,5.6,3.9,one,weekdays only
38,796.29,Entire home/apt,4.0,False,10.0,94.0,2,4.8588,52.35848,796.52,amsterdam,2.9,1.7,one,any day
39,504.07,Private room,2.0,False,9.0,96.0,1,4.98597,52.36376,540.62,amsterdam,6.4,4.1,one,any day
40,319.64,Private room,2.0,False,10.0,95.0,1,4.90032,52.37525,344.48,amsterdam,0.5,0.3,biz,any day
41,614.44,Private room,4.0,False,9.0,96.0,1,4.8996900000000005,52.37513,,amsterdam,0.5,0.3,biz,weekdays only
42,467.04,Private room,3.0,False,10.0,94.0,1,4.90027,52.37469,479.46,amsterdam,0.5,0.3,biz,any day
43,716.38,Entire home/apt,5.0,True,10.0,96.0,2,4.841,52.38253,716.61,amsterdam,3.7,0.4,one,any day
44,350.1,Private room,2.0,False,10.0,91.0,0,4.88774,52.382540000000006,350.34,amsterdam,1.1,1.0,multi,any day
45,319.64,Private room,2.0,False,10.0,97.0,1,4.89831,52.37457,,amsterdam,0.4,0.3,biz,weekdays only
46,467.04,Private room,3.0,False,10.0,96.0,1,4.90002,52.37341,,amsterdam,0.5,0.1,biz,weekdays only
47,983.29,Entire home/apt,3.0,True,10.0,100.0,2,4.87317,52.36917,,amsterdam,1.4,1.4,one,weekdays only
48,298.78,Private room,2.0,True,9.0,94.0,0,4.93986,52.348290000000006,299.02,amsterdam,4.2,1.5,one,any day
49,196.61,Private room,4.0,False,9.0,94.0,1,4.96617,52.40648,,amsterdam,6.2,2.4,one,weekdays only
50,430.25,Entire home/apt,2.0,False,10.0,96.0,1,4.84941,52.37788,430.25,amsterdam,3.0,0.8,one,any day
51,319.64,Private room,2.0,False,9.0,95.0,1,4.89843,52.3734,344.48,amsterdam,0.4,0.2,biz,any day
52,405.64,Private room,4.0,True,9.0,98.0,1,4.82115,52.38375,406.81,amsterdam,5.0,1.2,one,any day
53,334.17,Private room,2.0,True,10.0,97.0,1,4.881,52.36600000000001,,amsterdam,1.2,0.9,multi,weekdays only
54,491.88,Private room,2.0,False,9.0,98.0,1,4.89861,52.37326,491.88,amsterdam,0.4,0.2,biz,any day
55,319.64,Private room,2.0,False,9.0,95.0,1,4.89837,52.37355,344.48,amsterdam,0.4,0.2,biz,any day
56,780.35,Private room,4.0,False,10.0,100.0,5,4.91319,52.37075,817.14,amsterdam,1.4,0.9,biz,any day
57,355.03,Entire home/apt,2.0,False,9.0,90.0,1,4.91113,52.36575,420.41,amsterdam,1.5,0.5,one,any day
58,1044.69,Entire home/apt,4.0,False,10.0,98.0,2,4.9075,52.36296,798.87,amsterdam,1.5,0.2,one,any day
59,847.84,Entire home/apt,4.0,False,10.0,98.0,3,4.876519999999999,52.36806,848.08,amsterdam,1.3,1.2,one,any day
60,373.77,Private room,2.0,True,10.0,98.0,1,4.884,52.38,469.62,amsterdam,1.0,1.1,multi,any day
61,613.27,Entire home/apt,4.0,False,9.0,84.0,1,4.89248,52.375240000000005,613.27,amsterdam,0.2,0.5,multi,any day
62,238.32,Private room,2.0,True,10.0,98.0,1,4.97698,52.36234,249.57,amsterdam,5.8,3.8,one,any day
63,430.25,Entire home/apt,2.0,False,10.0,97.0,1,4.85087,52.38181,430.25,amsterdam,3.0,0.9,one,any day
64,348.0,Entire home/apt,3.0,False,6.0,77.0,2,4.84034,52.35015,,amsterdam,4.4,0.4,biz,weekdays only
65,330.42,Entire home/apt,2.0,False,10.0,98.0,1,4.85619,52.3778,,amsterdam,2.6,1.2,one,weekdays only
66,1179.67,Entire home/apt,4.0,True,10.0,99.0,2,4.88428,52.37163,,amsterdam,0.6,0.6,multi,weekdays only
67,259.18,Private room,2.0,True,10.0,98.0,1,4.859,52.331,,amsterdam,5.2,0.7,multi,weekdays only
68,277.93,Private room,2.0,True,10.0,97.0,1,4.94543,52.36055,,amsterdam,3.8,2.4,one,weekdays only
69,467.04,Entire home/apt,3.0,False,9.0,96.0,2,4.85835,52.37612,,amsterdam,2.4,1.4,one,weekdays only
70,583.74,Entire home/apt,2.0,True,10.0,99.0,1,4.87162,52.39226,583.74,amsterdam,2.6,1.5,one,any day
71,374.94,Private room,4.0,False,6.0,88.0,1,4.89075,52.3816,374.94,amsterdam,0.9,0.7,biz,any day
72,372.37,Private room,2.0,False,10.0,97.0,1,4.861190000000001,52.3442,372.37,amsterdam,3.9,0.7,one,any day
73,479.23,Shared room,2.0,True,10.0,96.0,1,4.89,52.361,479.23,amsterdam,1.4,0.1,one,any day
74,454.85,Entire home/apt,2.0,True,10.0,98.0,1,4.876519999999999,52.391090000000005,454.85,amsterdam,2.3,1.8,one,any day
75,206.45,Private room,2.0,False,9.0,95.0,1,4.798369999999999,52.35413,,amsterdam,6.8,2.4,one,weekdays only
76,497.74,Private room,2.0,False,10.0,95.0,1,4.88712,52.38237,,amsterdam,1.1,1.0,multi,weekdays only
77,399.55,Entire home/apt,2.0,True,10.0,97.0,1,4.980569999999999,52.30865,399.55,amsterdam,9.3,0.4,one,any day
78,761.84,Private room,4.0,False,9.0,93.0,2,4.87953,52.37845,,amsterdam,1.1,1.2,one,weekdays only
79,317.06,Private room,2.0,False,8.0,90.0,1,4.86247,52.38767,,amsterdam,2.6,1.2,multi,weekdays only
80,319.41,Private room,2.0,False,10.0,96.0,1,4.89344,52.3764,368.62,amsterdam,0.4,0.5,one,any day
81,209.03,Private room,2.0,True,10.0,97.0,1,4.96166,52.36943,209.03,amsterdam,4.7,3.6,multi,any day
82,209.03,Private room,2.0,True,10.0,98.0,1,4.9604,52.36854,209.03,amsterdam,4.6,3.6,multi,any day
83,640.45,Entire home/apt,2.0,False,9.0,96.0,1,4.89663,52.35781,640.45,amsterdam,1.7,0.5,one,any day
84,209.03,Private room,2.0,True,10.0,98.0,1,4.96173,52.37003,,amsterdam,4.7,3.6,multi,weekdays only
85,934.08,Private room,4.0,True,10.0,96.0,1,4.90714,52.36799,,amsterdam,1.1,0.4,multi,weekdays only
86,210.2,Private room,2.0,False,9.0,88.0,1,4.85743,52.37769,234.57,amsterdam,2.5,1.3,multi,any day
87,221.22,Private room,2.0,False,9.0,94.0,1,4.80823,52.3569,227.31,amsterdam,6.1,1.7,one,any day
88,441.26,Private room,2.0,False,10.0,91.0,1,4.8895800000000005,52.38002,489.3,amsterdam,0.8,0.7,multi,any day
89,325.5,Private room,2.0,False,8.0,80.0,1,4.88956,52.38126,410.56,amsterdam,0.9,0.8,multi,any day
90,792.77,Entire home/apt,4.0,False,10.0,97.0,2,4.80772,52.36412,987.04,amsterdam,5.9,1.9,one,any day
91,213.95,Private room,2.0,True,10.0,93.0,1,4.94459,52.3186,217.7,amsterdam,7.0,0.2,one,any day
92,1557.19,Entire home/apt,4.0,True,9.0,98.0,2,4.882280000000001,52.37451,1557.43,amsterdam,0.8,0.8,one,any day
93,317.06,Private room,2.0,True,10.0,99.0,1,4.91,52.402,317.06,amsterdam,3.4,1.5,one,any day
94,319.64,Entire home/apt,2.0,True,10.0,95.0,1,4.90258,52.3432,,amsterdam,3.4,0.7,one,weekdays only
95,1044.69,Entire home/apt,2.0,False,10.0,98.0,1,4.93297,52.3617,1044.69,amsterdam,3.0,1.6,one,any day
96,310.97,Entire home/apt,2.0,False,9.0,94.0,1,4.94479,52.3678,310.97,amsterdam,3.6,2.6,one,any day
97,295.03,Entire home/apt,2.0,False,9.0,92.0,1,4.894430000000001,52.41516,295.27,amsterdam,4.7,3.0,one,any day
98,344.25,Entire home/apt,2.0,False,7.0,82.0,0,4.91979,52.33963,307.22,amsterdam,4.2,0.1,one,any day
99,3004.94,Entire home/apt,4.0,False,9.0,95.0,4,4.88478,52.38683,3005.41,amsterdam,1.6,1.4,one,any day
100,539.22,Entire home/apt,2.0,False,10.0,98.0,1,4.90733,52.34038,539.45,amsterdam,3.8,0.9,one,any day
101,460.95,Private room,2.0,True,10.0,98.0,1,4.888,52.369,,amsterdam,0.6,0.4,one,weekdays only
102,1376.51,Entire home/apt,4.0,True,10.0,93.0,2,4.88707,52.39019,1376.75,amsterdam,1.9,1.6,biz,any day
103,415.49,Entire home/apt,4.0,True,10.0,98.0,1,4.92022,52.41538,415.49,amsterdam,5.0,1.7,multi,any day
104,215.12,Private room,2.0,True,10.0,95.0,1,4.945930000000001,52.37431,251.92,amsterdam,3.6,2.5,one,any day
105,393.46,Private room,2.0,True,10.0,97.0,1,4.90441,52.36167,405.88,amsterdam,1.5,0.2,one,any day
106,232.23,Private room,2.0,False,10.0,97.0,0,4.91,52.405,264.34,amsterdam,3.7,1.6,one,any day
107,774.26,Entire home/apt,2.0,True,10.0,100.0,1,4.89575,52.357040000000005,897.05,amsterdam,1.8,0.5,one,any day
108,291.05,Private room,2.0,False,9.0,90.0,1,4.89496,52.379,295.03,amsterdam,0.7,0.4,one,any day
109,604.6,Entire home/apt,4.0,True,10.0,95.0,1,4.90042,52.35691,,amsterdam,1.9,0.7,multi,weekdays only
110,467.04,Entire home/apt,2.0,False,10.0,97.0,1,4.87254,52.371970000000005,467.04,amsterdam,1.4,1.4,one,any day
111,744.5,Entire home/apt,2.0,False,10.0,92.0,0,4.86068,52.35961,744.73,amsterdam,2.7,1.8,one,any day
112,250.74,Private room,2.0,True,10.0,94.0,1,4.8684,52.36252,275.35,amsterdam,2.1,1.6,multi,any day
113,544.14,Private room,4.0,True,10.0,97.0,2,4.86873,52.37932,568.98,amsterdam,1.8,1.9,multi,any day
114,424.16,Entire home/apt,2.0,False,10.0,97.0,1,4.90867,52.34474,424.16,amsterdam,3.3,0.6,one,any day
115,675.6,Entire home/apt,2.0,True,10.0,97.0,1,4.89768,52.36257,675.84,amsterdam,1.2,0.5,one,any day
116,909.47,Entire home/apt,4.0,True,10.0,98.0,2,4.89072,52.34974,909.47,amsterdam,2.6,0.4,multi,any day
117,264.1,Private room,2.0,True,10.0,98.0,1,4.85345,52.38147,264.1,amsterdam,2.9,1.1,one,any day
118,196.61,Private room,2.0,True,10.0,97.0,1,4.99394,52.299240000000005,196.61,amsterdam,10.7,0.5,multi,any day
119,700.44,Entire home/apt,4.0,True,9.0,97.0,2,4.82065,52.37422,700.44,amsterdam,4.9,1.0,one,any day
120,307.22,Private room,2.0,True,10.0,99.0,1,4.94913,52.37407,,amsterdam,3.8,2.6,one,weekdays only
121,528.2,Private room,4.0,False,10.0,93.0,1,4.92111,52.338640000000005,,amsterdam,4.3,0.2,multi,weekdays only
122,675.6,Entire home/apt,2.0,False,10.0,94.0,1,4.9399,52.36333,675.84,amsterdam,3.4,2.1,one,any day
123,675.6,Entire home/apt,4.0,True,10.0,98.0,1,4.897,52.35577,,amsterdam,2.0,0.5,one,weekdays only
124,515.78,Entire home/apt,3.0,False,9.0,97.0,1,4.93871,52.369,516.25,amsterdam,3.1,2.3,one,any day
125,442.67,Entire home/apt,2.0,False,10.0,100.0,1,4.91029,52.362390000000005,442.67,amsterdam,1.7,0.2,one,any day
126,596.16,Entire home/apt,4.0,False,10.0,98.0,3,4.892469999999999,52.35585,,amsterdam,1.9,0.3,one,weekdays only
127,920.49,Entire home/apt,4.0,True,10.0,99.0,3,4.89025,52.38431,1473.77,amsterdam,1.2,0.9,one,any day
128,718.96,Entire home/apt,2.0,False,10.0,100.0,1,4.89006,52.3475,780.35,amsterdam,2.9,0.7,one,any day
129,276.52,Private room,2.0,True,10.0,96.0,1,4.78696,52.34881,276.52,amsterdam,7.7,3.2,multi,any day
130,988.21,Entire home/apt,4.0,False,9.0,98.0,3,4.89051,52.35474,1175.22,amsterdam,2.1,0.1,one,any day
131,270.43,Private room,2.0,True,10.0,98.0,1,4.893,52.351000000000006,,amsterdam,2.5,0.3,multi,weekdays only
132,798.63,Entire home/apt,4.0,False,8.0,87.0,2,4.89001,52.37271,798.63,amsterdam,0.2,0.3,multi,any day
133,3637.66,Entire home/apt,4.0,False,10.0,97.0,3,4.90355,52.37202,3638.13,amsterdam,0.7,0.2,one,any day
134,479.46,Entire home/apt,3.0,False,9.0,92.0,1,4.92243,52.371190000000006,479.46,amsterdam,2.0,1.5,one,any day
135,934.08,Entire home/apt,2.0,True,10.0,99.0,1,4.879,52.379,934.08,amsterdam,1.2,1.3,multi,any day
136,639.05,Entire home/apt,4.0,False,10.0,94.0,2,4.88431,52.38885,639.05,amsterdam,1.8,1.6,multi,any day
137,1474.94,Private room,5.0,True,10.0,99.0,2,4.87948,52.37836,639.05,amsterdam,1.1,1.2,multi,any day
138,1020.08,Entire home/apt,4.0,True,9.0,96.0,2,4.89297,52.36075,1020.08,amsterdam,1.4,0.1,one,any day
139,1192.09,Entire home/apt,4.0,False,10.0,98.0,2,4.88651,52.37819,1192.32,amsterdam,0.7,0.9,one,any day
140,798.63,Entire home/apt,2.0,False,10.0,99.0,1,4.8510800000000005,52.35643,,amsterdam,3.4,1.2,one,weekdays only
141,854.4,Entire home/apt,4.0,False,10.0,98.0,3,4.8698,52.34635,952.83,amsterdam,3.4,0.9,one,any day
142,614.44,Private room,2.0,False,8.0,78.0,1,4.83983,52.36761,614.44,amsterdam,3.7,0.6,multi,any day
143,283.79,Private room,2.0,False,9.0,92.0,1,4.882,52.365,,amsterdam,1.2,0.8,one,weekdays only
144,870.11,Entire home/apt,4.0,False,10.0,98.0,3,4.93745,52.35297,1069.29,amsterdam,3.8,1.5,one,any day
145,180.21,Private room,2.0,False,9.0,90.0,1,4.862,52.368,,amsterdam,2.2,1.9,multi,weekdays only
146,242.07,Private room,2.0,True,10.0,97.0,1,4.98141,52.32206,,amsterdam,8.3,0.6,one,weekdays only
147,418.06,Private room,4.0,False,9.0,91.0,1,4.94807,52.3756,,amsterdam,3.8,2.5,multi,weekdays only
148,281.44,Private room,2.0,False,10.0,92.0,1,4.92623,52.36568,280.27,amsterdam,2.4,1.3,one,any day
149,215.12,Private room,2.0,False,10.0,93.0,1,4.987,52.322,,amsterdam,8.6,0.8,biz,weekdays only
150,448.53,Private room,2.0,False,10.0,97.0,1,4.88887,52.36368,522.34,amsterdam,1.1,0.4,multi,any day
151,614.44,Entire home/apt,2.0,False,10.0,98.0,1,4.89525,52.35189,614.44,amsterdam,2.4,0.4,one,any day
152,279.1,Private room,2.0,False,9.0,86.0,1,4.987,52.322,,amsterdam,8.6,0.8,biz,weekdays only
153,663.65,Entire home/apt,2.0,False,8.0,80.0,1,4.9117,52.34291,663.65,amsterdam,3.6,0.6,one,any day
154,279.1,Private room,2.0,False,9.0,96.0,1,4.89016,52.34616,279.1,amsterdam,3.0,0.5,multi,any day
155,1044.69,Entire home/apt,2.0,False,10.0,100.0,1,4.88204,52.37212,1044.69,amsterdam,0.8,0.7,one,any day
156,299.72,Private room,2.0,False,9.0,93.0,1,4.893,52.41042,384.79,amsterdam,4.1,2.8,multi,any day
157,405.64,Entire home/apt,2.0,False,10.0,89.0,1,4.8398,52.37533,405.88,amsterdam,3.6,0.4,multi,any day
158,2556.18,Entire home/apt,6.0,True,10.0,99.0,3,4.88093,52.37778,2556.89,amsterdam,1.0,1.1,multi,any day
159,985.63,Entire home/apt,2.0,False,10.0,97.0,1,4.86897,52.3612,985.63,amsterdam,2.1,1.5,one,any day
160,1214.12,Entire home/apt,4.0,False,9.0,93.0,0,4.88783,52.39035,1214.12,amsterdam,1.9,1.6,one,any day
161,305.81,Private room,4.0,True,10.0,96.0,1,4.83906,52.37755,305.81,amsterdam,3.7,0.2,one,any day
162,937.6,Private room,4.0,False,9.0,92.0,1,4.887,52.365,,amsterdam,1.0,0.5,biz,weekdays only
163,292.46,Private room,2.0,True,9.0,87.0,1,4.84805,52.34101,297.38,amsterdam,4.7,0.7,one,any day
164,552.81,Entire home/apt,4.0,True,10.0,99.0,1,4.83969,52.3501,553.04,amsterdam,4.5,0.4,multi,any day
165,1228.88,Entire home/apt,4.0,False,8.0,80.0,2,4.834980000000001,52.36698,1229.11,amsterdam,4.0,0.6,multi,any day
166,251.92,Private room,2.0,False,8.0,86.0,1,4.92126,52.38666,,amsterdam,2.4,0.3,one,weekdays only
167,258.24,Private room,2.0,False,9.0,91.0,1,4.875,52.347,,amsterdam,3.2,0.9,multi,weekdays only
168,562.89,Private room,4.0,False,10.0,96.0,1,4.8791,52.37409,562.89,amsterdam,1.0,1.0,one,any day
169,462.12,Entire home/apt,2.0,False,10.0,90.0,0,4.89278,52.3699,,amsterdam,0.4,0.1,biz,weekdays only
170,458.37,Entire home/apt,2.0,True,10.0,99.0,1,4.87073,52.35964,,amsterdam,2.1,1.4,multi,weekdays only
171,184.43,Private room,2.0,True,10.0,98.0,1,4.8445,52.3638,,amsterdam,3.5,1.0,one,weekdays only
172,780.59,Entire home/apt,4.0,False,10.0,100.0,2,4.90945,52.35598,903.62,amsterdam,2.2,0.2,multi,any day
173,228.72,Private room,2.0,False,10.0,90.0,1,4.87725,52.36741,244.42,amsterdam,1.3,1.1,multi,any day
174,221.45,Private room,2.0,True,10.0,100.0,1,4.99856,52.30013,221.45,amsterdam,10.9,0.8,multi,any day
175,385.96,Private room,2.0,False,9.0,93.0,0,4.89161,52.37436,,amsterdam,0.2,0.4,multi,weekdays only
176,436.34,Entire home/apt,3.0,False,9.0,90.0,1,4.84563,52.37976,436.34,amsterdam,3.3,0.5,one,any day
177,626.39,Entire home/apt,4.0,True,10.0,97.0,2,4.90493,52.35421,,amsterdam,2.3,0.5,multi,weekdays only
178,835.89,Entire home/apt,2.0,False,10.0,100.0,1,4.89921,52.36376,835.89,amsterdam,1.1,0.4,one,any day
179,833.31,Entire home/apt,4.0,False,10.0,97.0,2,4.89712,52.35199,833.55,amsterdam,2.4,0.5,one,any day
180,424.16,Entire home/apt,2.0,False,10.0,96.0,1,4.87076,52.36905,424.16,amsterdam,1.6,1.5,one,any day
181,602.25,Entire home/apt,4.0,False,10.0,97.0,1,4.92428,52.36885,602.25,amsterdam,2.2,1.4,one,any day
182,1425.73,Entire home/apt,4.0,False,9.0,95.0,2,4.88385,52.37062,1425.96,amsterdam,0.7,0.6,one,any day
183,737.23,Entire home/apt,4.0,False,10.0,97.0,3,4.87451,52.365590000000005,,amsterdam,1.5,1.2,one,weekdays only
184,397.21,Entire home/apt,3.0,False,9.0,91.0,1,4.7994900000000005,52.37441,,amsterdam,6.4,2.4,multi,weekdays only
185,290.11,Private room,2.0,False,9.0,91.0,1,4.89462,52.35271,,amsterdam,2.3,0.3,one,weekdays only
186,221.22,Private room,2.0,True,9.0,95.0,1,4.85705,52.37046,267.85,amsterdam,2.5,1.5,multi,any day
187,245.82,Private room,2.0,True,10.0,98.0,1,4.81,52.354,,amsterdam,6.1,1.7,multi,weekdays only
188,196.61,Private room,2.0,False,8.0,87.0,1,4.98757,52.29921,,amsterdam,10.5,0.3,multi,weekdays only
189,258.01,Private room,2.0,True,10.0,100.0,1,4.93428,52.40601,,amsterdam,4.6,0.5,multi,weekdays only
190,1413.31,Private room,4.0,False,10.0,95.0,4,4.8692400000000005,52.35582,1413.54,amsterdam,2.5,1.5,one,any day
191,479.46,Entire home/apt,2.0,False,9.0,95.0,1,4.87274,52.33217,479.46,amsterdam,4.8,0.3,one,any day
192,920.49,Entire home/apt,4.0,True,10.0,99.0,3,4.8903300000000005,52.38252,1473.77,amsterdam,1.1,0.8,one,any day
193,622.88,Entire home/apt,2.0,True,10.0,98.0,1,4.86941,52.36713,623.11,amsterdam,1.8,1.6,multi,any day
194,317.06,Private room,2.0,False,10.0,95.0,1,4.89065,52.37835,,amsterdam,0.6,0.6,multi,weekdays only
195,344.25,Entire home/apt,3.0,False,9.0,85.0,0,4.96965,52.37392,344.48,amsterdam,5.2,3.8,multi,any day
196,409.39,Entire home/apt,4.0,False,9.0,91.0,2,4.93202,52.37105,,amsterdam,2.7,2.0,multi,weekdays only
197,282.61,Private room,2.0,False,10.0,98.0,1,4.868469999999999,52.36101,,amsterdam,2.2,1.5,one,weekdays only
198,319.64,Private room,2.0,False,9.0,94.0,1,4.89887,52.37351,,amsterdam,0.4,0.2,biz,weekdays only
199,290.11,Private room,2.0,False,8.0,82.0,1,4.92354,52.36633,290.11,amsterdam,2.2,1.2,multi,any day
200,381.04,Private room,2.0,False,10.0,91.0,1,4.894,52.38,,amsterdam,0.8,0.4,multi,weekdays only
201,276.52,Private room,2.0,True,10.0,94.0,1,4.81305,52.35239,,amsterdam,5.9,1.5,multi,weekdays only
202,811.05,Entire home/apt,2.0,False,10.0,98.0,1,4.89677,52.36104,,amsterdam,1.4,0.4,one,weekdays only
203,1106.32,Entire home/apt,2.0,True,10.0,99.0,1,4.88194,52.36714,1106.32,amsterdam,1.0,0.9,one,any day
204,435.17,Entire home/apt,2.0,False,10.0,93.0,1,4.88971,52.35056,438.92,amsterdam,2.5,0.3,multi,any day
205,381.04,Private room,2.0,True,10.0,98.0,1,4.9030000000000005,52.364,,amsterdam,1.2,0.4,one,weekdays only
206,513.67,Entire home/apt,3.0,False,10.0,100.0,2,4.93831,52.37689,,amsterdam,3.1,1.9,one,weekdays only
207,309.8,Private room,2.0,False,10.0,93.0,1,4.8638900000000005,52.36165,349.17,amsterdam,2.4,1.9,biz,any day
208,516.02,Entire home/apt,4.0,False,9.0,91.0,2,4.87977,52.36623,,amsterdam,1.2,1.0,one,weekdays only
209,614.44,Private room,4.0,False,10.0,92.0,1,4.89268,52.36092,,amsterdam,1.4,0.1,one,weekdays only
210,737.23,Entire home/apt,2.0,False,8.0,80.0,1,4.90366,52.35222,737.23,amsterdam,2.4,0.6,one,any day
211,685.91,Entire home/apt,4.0,True,10.0,98.0,2,4.919,52.353,,amsterdam,2.9,0.6,one,weekdays only
212,823.47,Entire home/apt,5.0,False,10.0,95.0,2,4.93679,52.3566,,amsterdam,3.5,1.7,one,weekdays only
213,307.22,Entire home/apt,2.0,False,9.0,94.0,1,4.93321,52.36461,307.22,amsterdam,2.9,1.8,one,any day
214,1997.28,Entire home/apt,6.0,False,9.0,100.0,3,4.89319,52.35964,1997.52,amsterdam,1.5,0.2,one,any day
215,638.81,Entire home/apt,2.0,False,9.0,99.0,1,4.84719,52.35043,638.81,amsterdam,4.0,0.9,one,any day
216,1136.55,Entire home/apt,4.0,True,10.0,97.0,3,4.89871,52.3447,1137.02,amsterdam,3.2,0.5,one,any day
217,405.64,Private room,4.0,False,10.0,90.0,1,4.99213,52.293040000000005,405.88,amsterdam,11.2,0.4,one,any day
218,400.49,Private room,2.0,False,10.0,94.0,0,4.8954,52.3659,453.45,amsterdam,0.8,0.5,biz,any day
219,307.22,Private room,2.0,False,10.0,99.0,1,4.90795,52.35528,307.22,amsterdam,2.2,0.2,multi,any day
220,688.02,Private room,4.0,False,10.0,100.0,2,4.8754800000000005,52.36917,762.07,amsterdam,1.3,1.2,one,any day
221,648.89,Entire home/apt,2.0,False,10.0,100.0,1,4.87085,52.36887,649.12,amsterdam,1.6,1.5,one,any day
222,331.83,Entire home/apt,2.0,False,10.0,98.0,0,4.931430000000001,52.37172,,amsterdam,2.6,2.0,one,weekdays only
223,420.41,Entire home/apt,2.0,True,9.0,94.0,0,4.89098,52.35406,420.41,amsterdam,2.1,0.1,one,any day
